platinumid,ntabs,ntabscategory
TSS_2AGW,12,low
TSU_1WUW,2,low
TT2_2ZMI,1000000,high
TT4_4XNE,6,low
TT8_3SR4,114048,high
TTB_1XAP,360,low
TTP_4QFZ,1000000,high
TTZ_2JG0,98010,high
TU0_4BCW,12,low
TUH_3TUH,24,low
TUO_3B4F,8,low
TV2_4CWP,44,low
TVN_3C7I,279936,high
TVU_4UIU,120,low
TW5_4C28,5760,medium
TWL_5AMF,135,low
TWO_4EGN,2,low
TX1_3IX4,1728,medium
TX3_3IX8,240,low
TXA_4E1B,85536,high
TYC_2OCI,12,low
TYD_4LXQ,42768,high
TYL_4CUT,4,low
TYM_1R6T,171072,high
TYP_1W1Y,990,medium
TYU_2FR5,990,medium
TYZ_5CUG,8,low
TZD_2BFF,20736,high
TZM_4G44,4,low
TZN_4O3F,1320,medium
TZP_1G6C,72,low
TZY_1ZZL,50,low
U1K_2AIX,144,low
U1N_2OGZ,5184,medium
U2F_2AM4,1000000,high
U2P_1O0M,1188,medium
U2S_3D6P,17820,high
U2Z_4CHO,48,low
U32_2BTS,48,low
U3P_1O0N,1188,medium
U3S_3D6Q,17820,high
U5P_3EWY,1188,medium
U63_4V20,2025,medium
U6M_3WJW,1188,medium
U7E_5A6N,12,low
UA1_2I4G,3456,medium
UA2_4I72,66,low
UA4_2I4Q,77760,high
UA5_2I5X,16,low
UAD_3OH3,1000000,high
UB2_3FVP,139968,high
UBA_2F34,384,low
UBC_2F35,384,low
UBE_2QS3,768,medium
UBF_2QS2,384,low
UBW_3T8C,1000000,high
UC5_2HRM,42768,high
UCD_2AHG,2700,medium
UCN_1NVQ,198,low
UD4_3BSS,1000000,high
UD7_4G5H,1000000,high
UDB_3U7L,12672,high
UDP_3H4T,42768,high
UEK_4CYO,380160,high
UEN_4CMB,360,low
UFO_3GQT,30,low
UFP_3GWC,1188,medium
UGA_3GG2,1000000,high
UGX_4BZN,2430,medium
UHX_4CMG,50,low
UI2_1SQO,48,low
UI3_4FUI,32,low
UIB_1YPJ,511104,high
UIP_1YPE,1000000,high
UIR_1Y3V,1000000,high
UJ6_4CGF,5808,medium
UL4_4TQN,96,low
UMP_4GT9,1188,medium
UN4_1H0V,99,low
UN5_2F6Z,23040,high
UN6_2F70,3072,medium
UN7_2F71,5760,medium
UN9_2HBT,12,low
UNC_1WRR,6,low
UNG_4EW9,3600,medium
UNJ_3R00,2,low
UNM_3R02,180,low
UNP_4BRK,1000000,high
UNQ_3R04,360,low
UNR_3RYE,126,low
UNV_3S4J,231,low
UP6_1DVJ,1188,medium
UPP_3BXO,1000000,high
UQ1_2I5N,38880,high
URI_3IVD,198,low
URM_5C47,1000000,high
UTP_4ZDJ,1000000,high
UUL_3VZD,24,low
UW9_3V5T,2592,medium
UWA_4WG3,144,low
UXH_3UXH,11,low
V10_2VBD,31104,high
V13_4HU1,36,low
V14_4Q09,9720,medium
V15_2V00,24,low
V25_2VAG,12,low
V3L_4N9Z,235224,high
V4E_5A64,746496,high
V68_4JBV,6480,medium
V7H_4CF8,1000000,high
VAE_3RV6,144,low
VAM_2VI0,6075,medium
VAO_5A7N,4,low
VAP_3NHK,4,low
VC3_2VCZ,4,low
VCA_5HJ1,1000000,high
VD4_2O4J,801900,high
VD5_2O4R,801900,high
VD9_4WW8,96,low
VDB_2ZLA,1000000,high
VDM_2JF4,145800,high
VDN_3B2R,25920,high
VDO_4F97,874800,high
VDY_3A51,1000000,high
VDZ_1RJK,1000000,high
VFV_4G7G,576,medium
VG0_2VIE,1000000,high
VG3_2VIY,1000000,high
VG5_2XFJ,1000000,high
VG6_2VJ7,1000000,high
VG7_2VJ9,1000000,high
VGA_2W4I,2784,medium
VGB_2WB5,1080,medium
VGC_2WCX,240,low
VGF_2WD8,16,low
VGG_2WEI,8,low
VGI_2WHO,540,medium
VGK_2WQO,96,low
VHD_2XAB,44,low
VHI_3VHI,470448,high
VIB_3RLB,96,low
VII_2GFK,10,low
VIV_1R5L,1000000,high
VJ6_4JQL,1000000,high
VJJ_3UWE,32,low
VJP_4URZ,120,low
VL4_4CER,1000000,high
VM1_3JS2,4,low
VMY_4BQP,7200,medium
VNL_4L6D,2,low
VNT_4G3J,96,low
VPM_4OV9,72,low
VPP_4KQR,253440,high
VQI_5FQV,4320,medium
VRZ_3VRZ,8448,medium
VSE_3VS3,518400,high
VSV_2X5O,228096,high
VUP_4C38,4,low
VVQ_4D0W,8,low
VVV_3NHF,2,low
VWW_10GS,110592,high
VX2_3BGQ,540,medium
VX3_3BGZ,50,low
VX6_2F4J,207360,high
VXO_4CJQ,855360,high
VXU_4AB8,116,low
VXX_1WB6,2,low
VYI_5APH,1044,medium
W05_1W06,2592,medium
W07_3W0G,72900,high
W0I_4D42,3888,medium
W19_3W33,112752,high
W1G_4BNL,144,low
W22_2WKW,348,low
W23_3OMQ,90,low
W2D_4CWQ,88,low
W2E_4BUI,4,low
W2R_3W2S,1399680,high
W32_3W32,451008,high
W61_3VJM,130680,high
W74_3W74,288,low
W76_3W76,96,low
W7A_3W71,288,low
W7C_3W7C,48,low
W7D_3W7D,48,low
W7F_3W7E,192,low
W7G_3W7G,96,low
W7H_3W7H,48,low
W7K_3W7K,192,low
W7L_3W7L,192,low
W7O_3W7O,96,low
W7Q_3W7Q,3168,medium
W85_3W85,96,low
W86_3W86,864,medium
W8G_4CLH,90,low
W8L_4UVV,2,low
W8Z_3W84,2592,medium
W94_3VJL,522720,high
W9Z_3ZC5,8,low
WA1_3T4T,16,low
WA2_3T4O,81,low
WAN_3BJC,432,low
WCX_2XNP,4320,medium
WDR_3SVF,270,low
WDU_4WDU,32,low
WDX_4WDX,1620,medium
WFE_3MVH,1188,medium
WFF_3WFF,11880,high
WFG_3WFG,11880,high
WH6_2R9X,6336,medium
WHF_2YHU,48,low
WHU_2YNG,192,low
WI2_2XKE,720,medium
WJ1_4E02,24,low
WLH_5AL4,1350,medium
WLL_3WV3,32,low
WLM_2XYJ,288,low
WM3_4N1R,4,low
WM4_4N1S,2,low
WM9_4B70,720,medium
WMJ_2YOH,4752,medium
WOE_3R4M,2,low
WOW_3KBA,1584,medium
WPE_2WPE,8640,medium
WPH_4JBO,62208,high
WQQ_5ABW,192,low
WR2_2W15,26244,high
WRA_3RG9,9720,medium
WRO_3W1T,48,low
WSD_4CUL,60,low
WSH_2YEL,696,medium
WST_2POG,660,medium
WT2_5AGM,432,low
WTJ_2WTJ,1620,medium
WUL_4ANM,132,low
WWL_4LHI,18,low
WWV_3N3J,64,low
WZB_2X7T,712800,high
WZC_2X7S,14850,high
WZV_3ZKS,8640,medium
X02_3QQK,432,low
X06_3QQG,2,low
X07_3QQF,12,low
X0A_3QQH,24,low
X0B_3ZLR,933120,high
X0P_4CIG,221184,high
X0T_2X0Y,18,low
X0W_2X0W,1,low
X11_3QQJ,2,low
X14_3QRT,4320,medium
X15_2X15,216,low
X16_4HWP,288,low
X17_3INE,264,low
X1P_2H5A,90,low
X29_4L91,2,low
X2D_3RQO,85536,high
X2L_2X2L,132,low
X2O_2X2R,25920,high
X36_3QTR,48,low
X3A_3QTW,48,low
X3G_4XG3,228096,high
X3J_2X3J,648,medium
X40_3QU0,96,low
X42_3QTZ,96,low
X43_3QTX,192,low
X44_3QTU,192,low
X45_3INF,3300,medium
X46_3QTS,96,low
X4B_3QX4,36,low
X4G_4XG4,342144,high
X55_3JTK,176,low
X62_3QWK,36,low
X64_4GCJ,576,medium
X66_3QZF,2,low
X67_3QZG,2,low
X6A_3QWJ,36,low
X6B_3R9D,96,low
X6C_4BKS,704,medium
X72_3QZI,36,low
X73_3R1S,12,low
X75_3R1Q,36,low
X76_3R1Y,6,low
X7G_4XG7,5184,medium
X86_3R71,8748,medium
X89_3OZU,144,low
X8I_2X8I,6,low
X92_2X92,1000000,high
X93_2X93,1000000,high
X94_2X94,855360,high
X95_2X95,1000000,high
X96_3R7U,24,low
X9F_2X9F,432,low
X9I_3R7I,24,low
XBP_4UAU,1296,medium
XD9_2XD9,60,low
XDE_3PAH,48,low
XDK_2XDK,2,low
XEB_5FJ2,288,low
XEZ_2XEZ,4,low
XFJ_3N5W,300,low
XFK_3N5X,288,low
XFN_4D3J,300,low
XG4_4RNN,1000000,high
XH2_4CIW,540,medium
XI2_3FMM,162,low
XIN_3C7Q,1000000,high
XIY_2XIY,2,low
XIZ_2XIZ,4,low
XJ1_2XJ1,720,medium
XJ8_4CRA,288,low
XKL_4BQJ,288,low
XMM_2JE7,90,low
XMP_4X3Z,1188,medium
XMQ_4UWI,12960,high
XO3_4CIK,180,low
XP0_4CLO,66,low
XPY_4Y73,6480,medium
XQ9_5ALZ,90,low
XQI_2YE2,10,low
XR1_4EQC,2880,medium
XRO_3W1X,96,low
XRS_3ZDH,162,low
XX7_2V3R,5832,medium
XX8_4N4D,16,low
XX9_4OIV,1152,medium
XXH_4KJX,4,low
XXX_2FCX,675,medium
XXZ_3E65,10800,high
XZ2_4BE2,264,low
XZ8_4TS8,4,low
Y01_4XNV,1000000,high
Y02_3PKA,52488,high
Y06_4DHQ,144,low
Y08_3PKC,524880,high
Y09_4DHO,288,low
Y0R_5FL6,36,low
Y0V_5AOJ,12,low
Y10_3PKD,10692,high
Y16_3PKB,5832,medium
Y1Z_4NQN,1080,medium
Y22_4P8C,12,low
Y27_1Q8T,540,medium
Y38_4H84,20736,high
Y39_4PG1,26244,high
Y46_3ZLK,32,low
Y70_4V2Z,330,low
Y7N_4CIE,235224,high
YAM_3BZ3,38016,high
YAU_4CYQ,380160,high
YC8_5FP4,144,low
YCF_2YCF,2304,medium
YCU_2Y5K,41472,high
YD3_5A83,48600,high
YDI_2YDI,864,medium
YDJ_4W9W,120,low
YDR_3QT9,32400,high
YE7_2P98,2,low
YEJ_5A82,12150,high
YEN_3KFJ,1000000,high
YEX_2YEX,2,low
YGL_4CM9,25,low
YGP_3WB2,14256,high
YHX_4BNB,6,low
YI0_2YI0,50,low
YI1_2Y2F,1296,medium
YIQ_2YIQ,96,low
YJD_2YJD,12,low
YJW_2YK2,25,low
YJX_2YK2,1980,medium
YK9_2YK9,22,low
YKB_2YKB,66,low
YKC_2YKC,44,low
YKJ_2YKJ,44,low
YKN_2YKN,144,low
YLB_4CH3,1000000,high
YM3_2YM3,1080,medium
YM5_2YM5,1080,medium
YM6_2YM6,135,low
YM7_2YM7,29160,high
YM8_2YM8,1296,medium
YNE_2YNE,480,low
YPW_4CMO,48,low
YR4_3AUN,218700,high
YS1_4PVX,4536,medium
YS4_4DEM,4536,medium
YS9_3WTQ,1000000,high
YSA_2PID,57024,high
YSD_3VRV,1000000,high
YSL_5AWJ,1000000,high
YTT_3G5H,315,low
YTZ_4J7U,8,low
YUK_3WQ9,4320,medium
YX1_2VUR,360,low
YYY_3EVM,42768,high
Z02_3R7V,12,low
Z04_3R7Y,1620,medium
Z12_3FUR,192,low
Z14_3R83,1620,medium
Z15_3S0J,90,low
Z17_4D9P,24,low
Z19_3R8M,2,low
Z21_4C37,4,low
Z2T_3NP9,180,low
Z3R_4AU8,6,low
Z46_3R8P,270,low
Z48_3I4B,1152,medium
Z57_3NPA,90,low
Z64_3HZ5,2592,medium
Z67_3R9H,96,low
Z68_3R9N,720,medium
Z71_3R9O,96,low
Z79_3LK8,64,low
Z81_3LHG,2200,medium
Z82_3Q3M,2,low
Z83_3LFF,15360,high
Z99_3KS9,3240,medium
ZAA_3BC5,138240,high
ZAH_2BKL,1056,medium
ZAN_3UPQ,1000000,high
ZBF_4OPN,31104,high
ZEA_3T4L,27,low
ZEC_1ZFQ,2,low
ZEN_1V2K,10800,high
ZH2_3PS1,12,low
ZIP_3T4J,18,low
ZMA_4EIY,648,medium
ZMR_3B7E,19440,high
ZO9_4C36,12,low
ZOL_4KFA,126,low
ZOM_3R8H,40,low
ZOO_3OOZ,9900,medium
ZPA_3WQ6,1000000,high
ZRG_3CHC,432,low
ZRK_3ZRK,2,low
ZS4_2WXL,8100,medium
ZST_2FZ8,80,low
ZSV_3ZSV,1000000,high
ZSW_3ZSW,1000000,high
ZT0_3ZT0,1000000,high
ZT2_3ZT2,2904,medium
ZT4_3ZT3,2904,medium
ZVU_4BFU,3456,medium
ZVV_4BFV,15552,high
ZWZ_2ZWZ,45,low
ZX6_2ZX6,2700,medium
ZX8_2ZX8,270,low
ZXD_2ZXD,45,low
ZY3_2WF3,1000000,high
ZY5_2WN9,360,low
ZYD_3P8X,1000000,high
ZZ0_2WMD,24,low
ZZ3_2WI3,6,low
ZZ7_4RAW,4224,medium
ZZ8_2WJ6,8,low
ZZA_2VCW,12,low
ZZD_2WOG,6720,medium
ZZG_2WOT,1152,medium
ZZL_2WTV,8352,medium
ZZN_2WXG,96,low
ZZO_2WXH,96,low
ZZY_2WD1,72,low
ZZZ_2CFI,30,low
